code	desc
972.6	Poisoning by other antihypertensive agents
E858.3	Accidental poisoning by agents primarily affecting cardiovascular system
V10.89	Personal history of malignant neoplasm of other sites
634.20	Spontaneous abortion, complicated by damage to pelvic organs or tissues, unspecified
041.2	Pneumococcus infection in conditions classified elsewhere and of unspecified site
903.5	Injury to digital blood vessels
V25.13	Encounter for removal and reinsertion of intrauterine contraceptive device
958.91	Traumatic compartment syndrome of upper extremity
E879.8	Other specified procedures as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure
378.81	Palsy of conjugate gaze
054.6	Herpetic whitlow
429.82	Hyperkinetic heart disease
210.6	Benign neoplasm of other parts of oropharynx
190.5	Malignant neoplasm of retina
791.1	Chyluria
525.50	Partial edentulism, unspecified
V15.03	Allergy to eggs
V91.21	Quadruplet gestation, with two or more monochorionic fetuses
666.14	Other immediate postpartum hemorrhage, postpartum condition or complication
V58.41	Encounter for planned post-operative wound closure
428.40	Combined systolic and diastolic heart failure, unspecified
852.21	Subdural hemorrhage following injury without mention of open intracranial wound, with no loss of consciousness
070.44	Chronic hepatitis C with hepatic coma
731.8	Other bone involvement in diseases classified elsewhere
923.20	Contusion of hand(s)
779.7	Periventricular leukomalacia
V15.08	Allergy to radiographic dye
V57.89	Care involving other specified rehabilitation procedure
842.12	Sprain of metacarpophalangeal (joint) of hand
377.43	Optic nerve hypoplasia
293.82	Psychotic disorder with hallucinations in conditions classified elsewhere
V62.29	Other occupational circumstances or maladjustment
256.9	Unspecified ovarian dysfunction
366.14	Posterior subcapsular polar senile cataract
389.02	Conductive hearing loss, tympanic membrane
V45.00	Unspecified cardiac device in situ
923.3	Contusion of finger
344.30	Monoplegia of lower limb affecting unspecified side
735.8	Other acquired deformities of toe
453.74	Chronic venous embolism and thrombosis of axillary veins
122.3	Echinococcus granulosus infection, other
867.2	Injury to ureter, without mention of open wound into cavity
986	Toxic effect of carbon monoxide
E982.1	Poisoning by other carbon monoxide, undetermined whether accidentally or purposely inflicted
279.50	Graft-versus-host disease, unspecified
730.98	Unspecified infection of bone, other specified sites
V15.42	History of emotional abuse
730.04	Acute osteomyelitis, hand
233.31	Carcinoma in situ, vagina
284.2	Myelophthisis
848.1	Sprain of jaw
971.3	Poisoning by sympatholytics [antiadrenergics]
999.32	Bloodstream infection due to central venous catheter
715.80	Osteoarthrosis involving, or with mention of more than one site, but not specified as generalized, site unspecified
V13.1	Personal history of trophoblastic disease
E950.9	Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances
995.89	Other specified adverse effects, not elsewhere classified
380.12	Acute swimmers' ear
339.09	Other trigeminal autonomic cephalgias
371.58	Other posterior corneal dystrophies
788.35	Post-void dribbling
666.24	Delayed and secondary postpartum hemorrhage, postpartum condition or complication
807.08	Closed fracture of eight or more ribs
864.04	Injury to liver without mention of open wound into cavity, laceration, major
866.12	Injury to kidney with open wound into cavity, laceration
928.20	Crushing injury of foot
744.04	Anomalies of ear ossicles
348.81	Temporal sclerosis
663.30	Other and unspecified cord entanglement, without mention of compression, complicating labor and delivery, unspecified as to episode of care or not applicable
660.60	Unspecified failed trial of labor, unspecified as to episode of care or not applicable
437.8	Other ill-defined cerebrovascular disease
E879.2	Radiological procedure and radiotherapy as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure
368.03	Refractive amblyopia
524.4	Malocclusion, unspecified
763.3	Delivery by vacuum extractor affecting fetus or newborn
V14.2	Personal history of allergy to sulfonamides
718.15	Loose body in joint, pelvic region and thigh
295.95	Unspecified schizophrenia, in remission
885.0	Traumatic amputation of thumb (complete)(partial), without mention of complication
305.41	Sedative, hypnotic or anxiolytic abuse, continuous
963.5	Poisoning by vitamins, not elsewhere classified
379.39	Other disorders of lens
292.82	Drug-induced persisting dementia
E949.9	Other and unspecified vaccines and biological substances causing adverse effects in therapeutic use
295.12	Disorganized type schizophrenia, chronic
998.51	Infected postoperative seroma
041.81	Other specified bacterial infections in conditions classified elsewhere and of unspecified site, mycoplasma
375.32	Acute dacryocystitis
480.1	Pneumonia due to respiratory syncytial virus
E950.0	Suicide and self-inflicted poisoning by analgesics, antipyretics, and antirheumatics
820.03	Closed fracture of base of neck of femur
676.30	Other and unspecified disorder of breast associated with childbirth, unspecified as to episode of care or not applicable
715.20	Osteoarthrosis, localized, secondary, site unspecified
369.69	One eye: profound vision impairment; other eye: normal vision
163.0	Malignant neoplasm of parietal pleura
327.27	Central sleep apnea in conditions classified elsewhere
718.83	Other joint derangement, not elsewhere classified, forearm
781.6	Meningismus
744.00	Unspecified anomaly of ear with impairment of hearing
852.01	Subarachnoid hemorrhage following injury without mention of open intracranial wound, with no loss of consciousness
188.4	Malignant neoplasm of posterior wall of urinary bladder
250.31	Diabetes with other coma, type I [juvenile type], not stated as uncontrolled
719.01	Effusion of joint, shoulder region
958.6	Volkmann's ischemic contracture
524.51	Abnormal jaw closure
915.6	Superficial foreign body (splinter) of finger(s), without major open wound and without mention of infection
829.1	Fracture of unspecified bone, open
664.41	Unspecified perineal laceration, delivered, with or without mention of antepartum condition
665.41	High vaginal laceration, delivered, with or without mention of antepartum condition
410.81	Acute myocardial infarction of other specified sites, initial episode of care
652.21	Breech presentation without mention of version, delivered, with or without mention of antepartum condition
377.01	Papilledema associated with increased intracranial pressure
131.02	Trichomonal urethritis
363.62	Expulsive choroidal hemorrhage
733.41	Aseptic necrosis of head of humerus
736.22	Swan-neck deformity
174.8	Malignant neoplasm of other specified sites of female breast
334.8	Other spinocerebellar diseases
V85.53	Body Mass Index, pediatric, 85th percentile to less than 95th percentile for age
582.89	Chronic glomerulonephritis with other specified pathological lesion in kidney
426.51	Right bundle branch block and left posterior fascicular block
249.90	Secondary diabetes mellitus with unspecified complication, not stated as uncontrolled, or unspecified
743.52	Fundus coloboma
V03.2	Need for prophylactic vaccination and inoculation against tuberculosis [BCG]
626.3	Puberty bleeding
070.71	Unspecified viral hepatitis C with hepatic coma
V19.11	Family history of glaucoma
V58.64	Long-term (current) use of non-steroidal anti-inflammatories (NSAID)
744.05	Anomalies of inner ear
296.56	Bipolar I disorder, most recent episode (or current) depressed, in full remission
377.42	Hemorrhage in optic nerve sheaths
845.03	Sprain of tibiofibular (ligament), distal of ankle
209.75	Secondary Merkel cell carcinoma
389.17	Sensory hearing loss, unilateral
642.64	Eclampsia, postpartum condition or complication
194.3	Malignant neoplasm of pituitary gland and craniopharyngeal duct
873.41	Open wound of cheek, without mention of complication
164.3	Malignant neoplasm of posterior mediastinum
126.9	Ancylostomiasis and necatoriasis, unspecified
754.71	Talipes cavus
664.24	Third-degree perineal laceration, postpartum condition or complication
296.46	Bipolar I disorder, most recent episode (or current) manic, in full remission
V13.68	Personal history of (corrected) congenital malformations of integument, limbs, and musculoskeletal systems
423.0	Hemopericardium
188.8	Malignant neoplasm of other specified sites of bladder
E931.4	Antimalarials and drugs acting on other blood protozoa causing adverse effects in therapeutic use
927.9	Crushing injury of unspecified site of upper limb
V27.2	Outcome of delivery, twins, both liveborn
996.51	Mechanical complication due to corneal graft
122.4	Echinococcus granulosus infection, unspecified
414.3	Coronary atherosclerosis due to lipid rich plaque
637.70	Unspecified abortion, with other specified complications, unspecified
V85.54	Body Mass Index, pediatric, greater than or equal to 95th percentile for age
765.17	Other preterm infants, 1,750-1,999 grams
053.12	Postherpetic trigeminal neuralgia
151.8	Malignant neoplasm of other specified sites of stomach
841.0	Radial collateral ligament sprain
995.64	Anaphylactic reaction due to tree nuts and seeds
881.11	Open wound of elbow, complicated
038.19	Other staphylococcal septicemia
755.60	Unspecified anomaly of lower limb
795.07	Satisfactory cervical smear but lacking transformation zone
622.0	Erosion and ectropion of cervix
369.06	Better eye: profound vision impairment; lesser eye: total vision impairment
845.11	Sprain of tarsometatarsal (joint) (ligament) of foot
372.41	Peripheral pterygium, stationary
597.0	Urethral abscess
944.01	Burn of unspecified degree of single digit (finger (nail) other than thumb
296.82	Atypical depressive disorder
345.51	Localization-related (focal) (partial) epilepsy and epileptic syndromes with simple partial seizures, with intractable epilepsy
516.1	Idiopathic pulmonary hemosiderosis
801.40	Closed fracture of base of skull with intracranial injury of other and unspecified nature, unspecified state of consciousness
951.2	Injury to trigeminal nerve
372.73	Conjunctival edema
174.2	Malignant neoplasm of upper-inner quadrant of female breast
842.02	Sprain of radiocarpal (joint) (ligament) of wrist
038.8	Other specified septicemias
867.1	Injury to bladder and urethra, with open wound into cavity
086.0	Chagas' disease with heart involvement
V06.3	Need for prophylactic vaccination and inoculation against diptheria-tetanus- pertussis with poliomyelitis [DTP + polio]
999.88	Other infusion reaction
V26.89	Other specified procreative management
